"","CUS_ID","d_v_ 1","d_v_ 2","d_v_ 3","d_v_ 4","d_v_ 5","d_v_ 6","d_v_ 7","d_v_ 8","d_v_ 9","d_v_ 10","d_v_ 11","d_v_ 12","d_v_ 13","d_v_ 14","d_v_ 15","d_v_ 16","d_v_ 17","d_v_ 18","d_v_ 19","d_v_ 20","d_v_ 21","d_v_ 22","n_v_ 1","n_v_ 2","n_v_ 3","n_v_ 4","n_v_ 5","n_v_ 6","n_v_ 7","n_v_ 8","n_v_ 9","n_v_ 10","n_v_ 11","n_v_ 12","n_v_ 13","n_v_ 14","n_v_ 15","n_v_ 16","n_v_ 17","n_v_ 18","n_v_ 19","n_v_ 20","n_v_ 21","n_v_ 22","p_v_ 1","p_v_ 2","p_v_ 3","p_v_ 4","p_v_ 5","p_v_ 6","p_v_ 7","p_v_ 8","p_v_ 9","p_v_ 10","p_v_ 11","p_v_ 12","p_v_ 13","p_v_ 14","p_v_ 15","p_v_ 16","p_v_ 17","p_v_ 18","p_v_ 19","p_v_ 20","p_v_ 21","p_v_ 22"
"2105",2105,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,1140,3,59,269,2,9,NA,5,NA,204,8,177,8,2,20,1211,17,1,3,234,NA,0.001,0.338,0.001,0.017,0.08,0.001,0.003,NA,0.001,NA,0.06,0.002,0.052,0.002,0.001,0.006,0.359,0.005,0,0.001,0.069,NA
"2106",2106,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,NA,1,NA,15,192,NA,11,NA,2,1,53,9,19,NA,NA,18,979,1,8,NA,15,NA,NA,0.001,NA,0.011,0.145,NA,0.008,NA,0.002,0.001,0.04,0.007,0.014,NA,NA,0.014,0.739,0.001,0.006,NA,0.011,NA
"2107",2107,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,3,2,6,43,176,NA,14,1,1,60,32,5,19,14,12,NA,820,24,10,3,53,NA,0.002,0.002,0.005,0.033,0.136,NA,0.011,0.001,0.001,0.046,0.025,0.004,0.015,0.011,0.009,NA,0.632,0.018,0.008,0.002,0.041,NA
"2108",2108,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,12,1,21,345,NA,8,13,72,11,211,1,38,2,6,5,1112,5,109,8,130,NA,0.004,0.006,0,0.01,0.163,NA,0.004,0.006,0.034,0.005,0.1,0,0.018,0.001,0.003,0.002,0.525,0.002,0.051,0.004,0.061,NA
"2109",2109,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,3,22,5,4,174,NA,6,NA,7,10,225,9,266,4,23,NA,1058,4,1,1,376,NA,0.001,0.01,0.002,0.002,0.079,NA,0.003,NA,0.003,0.005,0.102,0.004,0.121,0.002,0.01,NA,0.481,0.002,0,0,0.171,NA
"2110",2110,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,8,1,22,43,NA,10,1,2,2,624,NA,4,NA,NA,NA,879,53,2,3,102,NA,0.001,0.005,0.001,0.013,0.024,NA,0.006,0.001,0.001,0.001,0.355,NA,0.002,NA,NA,NA,0.5,0.03,0.001,0.002,0.058,NA
"2111",2111,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,10,49,7,39,NA,25,NA,8,6,136,3,408,3,26,6,605,8,12,2,87,NA,0.001,0.007,0.034,0.005,0.027,NA,0.017,NA,0.006,0.004,0.094,0.002,0.283,0.002,0.018,0.004,0.42,0.006,0.008,0.001,0.06,NA
"2112",2112,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,33,1,177,1705,NA,29,1,91,24,642,7,223,4,12,27,5263,14,31,13,670,NA,0,0.004,0,0.02,0.19,NA,0.003,0,0.01,0.003,0.072,0.001,0.025,0,0.001,0.003,0.587,0.002,0.003,0.001,0.075,NA
"2113",2113,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,9,NA,2,136,702,NA,11,10,79,18,2047,NA,22,41,5,58,2431,6,560,3,352,NA,0.001,NA,0,0.021,0.108,NA,0.002,0.002,0.012,0.003,0.315,NA,0.003,0.006,0.001,0.009,0.374,0.001,0.086,0,0.054,NA
"2114",2114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,9,9,345,739,13,78,4,25,62,389,2,116,40,34,16,3717,34,15,28,2212,2,0.001,0.001,0.001,0.044,0.094,0.002,0.01,0.001,0.003,0.008,0.049,0,0.015,0.005,0.004,0.002,0.471,0.004,0.002,0.004,0.28,0
"2115",2115,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,27,4,1,9,542,NA,8,1,14,25,866,NA,41,4,13,8,2939,401,10,3,428,NA,0.005,0.001,0,0.002,0.101,NA,0.001,0,0.003,0.005,0.162,NA,0.008,0.001,0.002,0.001,0.55,0.075,0.002,0.001,0.08,NA
"2116",2116,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,164,2,8,155,5126,NA,11,4,4,2,147,10,57,3,14,1,1940,2,30,4,147,NA,0.021,0,0.001,0.02,0.655,NA,0.001,0.001,0.001,0,0.019,0.001,0.007,0,0.002,0,0.248,0,0.004,0.001,0.019,NA
"2117",2117,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,22,7,25,59,175,NA,102,16,26,23,540,NA,142,29,31,32,1748,21,41,7,426,NA,0.006,0.002,0.007,0.017,0.05,NA,0.029,0.005,0.007,0.007,0.156,NA,0.041,0.008,0.009,0.009,0.503,0.006,0.012,0.002,0.123,NA
"2118",2118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14,5,1,19,2504,1,36,2,14,3,27,2,22,1,18,2,3049,2,9,2,385,NA,0.002,0.001,0,0.003,0.409,0,0.006,0,0.002,0,0.004,0,0.004,0,0.003,0,0.498,0,0.001,0,0.063,NA
"2119",2119,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,NA,NA,2,91,NA,NA,NA,NA,3,228,NA,6,1,NA,13,960,4,5,1,87,NA,0.001,NA,NA,0.001,0.065,NA,NA,NA,NA,0.002,0.163,NA,0.004,0.001,NA,0.009,0.685,0.003,0.004,0.001,0.062,NA
"2120",2120,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,4,11,NA,105,96,NA,5,NA,13,15,226,NA,8,4,NA,NA,397,4,9,2,51,NA,0.004,0.012,NA,0.111,0.101,NA,0.005,NA,0.014,0.016,0.238,NA,0.008,0.004,NA,NA,0.418,0.004,0.009,0.002,0.054,NA
"2121",2121,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,NA,824,95,NA,45,2,NA,2,157,NA,7,19,2,2,1166,19,18,NA,72,NA,0,0,NA,0.339,0.039,NA,0.019,0.001,NA,0.001,0.065,NA,0.003,0.008,0.001,0.001,0.479,0.008,0.007,NA,0.03,NA
"2122",2122,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,16,2,87,281,NA,18,4,2,25,263,NA,48,1,2,7,627,11,4,1,305,1,0.001,0.009,0.001,0.051,0.165,NA,0.011,0.002,0.001,0.015,0.154,NA,0.028,0.001,0.001,0.004,0.367,0.006,0.002,0.001,0.179,0.001
"2123",2123,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,2,103,NA,4,77,1,1,NA,NA,10,33,1,121,NA,7,NA,684,2,3,1,97,NA,0.002,0.09,NA,0.003,0.067,0.001,0.001,NA,NA,0.009,0.029,0.001,0.105,NA,0.006,NA,0.596,0.002,0.003,0.001,0.085,NA
"2124",2124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,50,34,10,133,2,15,2,7,16,636,3,149,3,9,2,1558,11,13,3,237,5,0.004,0.017,0.012,0.003,0.046,0.001,0.005,0.001,0.002,0.006,0.219,0.001,0.051,0.001,0.003,0.001,0.536,0.004,0.004,0.001,0.081,0.002
"2125",2125,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,24,NA,1,9,389,2,9,5,NA,75,274,1,18,8,1,4,1901,43,4,1,709,NA,0.007,NA,0,0.003,0.112,0.001,0.003,0.001,NA,0.022,0.079,0,0.005,0.002,0,0.001,0.547,0.012,0.001,0,0.204,NA
"2126",2126,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,NA,NA,NA,1,170,NA,1,NA,2,2,499,NA,4,NA,2,15,1039,3,4,2,46,NA,NA,NA,NA,0.001,0.095,NA,0.001,NA,0.001,0.001,0.279,NA,0.002,NA,0.001,0.008,0.58,0.002,0.002,0.001,0.026,NA
"2127",2127,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,NA,1,19,327,3,17,NA,3,41,383,NA,42,3,1,9,1620,11,16,5,840,NA,0,NA,0,0.006,0.098,0.001,0.005,NA,0.001,0.012,0.115,NA,0.013,0.001,0,0.003,0.485,0.003,0.005,0.001,0.251,NA
"2128",2128,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,NA,6,406,92,NA,143,1,3,2,45,1,1,6,9,6,1905,26,170,3,46,NA,0.001,NA,0.002,0.141,0.032,NA,0.05,0,0.001,0.001,0.016,0,0,0.002,0.003,0.002,0.663,0.009,0.059,0.001,0.016,NA
"2129",2129,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,8,1,655,59,NA,120,2,NA,16,226,NA,24,27,NA,NA,859,68,96,NA,60,NA,0,0.004,0,0.295,0.027,NA,0.054,0.001,NA,0.007,0.102,NA,0.011,0.012,NA,NA,0.387,0.031,0.043,NA,0.027,NA
"2130",2130,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,NA,NA,2,25,140,NA,13,NA,5,63,23,NA,3,NA,8,1,2280,1,32,1,30,NA,NA,NA,0.001,0.01,0.053,NA,0.005,NA,0.002,0.024,0.009,NA,0.001,NA,0.003,0,0.868,0,0.012,0,0.011,NA
"2131",2131,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,11,NA,2,15,590,NA,9,NA,1,2,51,NA,17,NA,4,2,753,2,24,2,160,NA,0.007,NA,0.001,0.009,0.359,NA,0.005,NA,0.001,0.001,0.031,NA,0.01,NA,0.002,0.001,0.458,0.001,0.015,0.001,0.097,NA
"2132",2132,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,NA,338,2,11,95,1,69,NA,6,1,43,NA,49,2,NA,1,891,11,1,2,68,NA,NA,0.212,0.001,0.007,0.06,0.001,0.043,NA,0.004,0.001,0.027,NA,0.031,0.001,NA,0.001,0.56,0.007,0.001,0.001,0.043,NA
"2133",2133,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,5,6,8,215,NA,2,NA,17,8,10,NA,7,NA,1,NA,321,NA,1,2,28,NA,0.002,0.008,0.009,0.013,0.34,NA,0.003,NA,0.027,0.013,0.016,NA,0.011,NA,0.002,NA,0.508,NA,0.002,0.003,0.044,NA
"2134",2134,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,730,7,16,237,NA,12,1,9,2,113,26,140,12,5,2,1025,13,3,4,284,NA,0,0.276,0.003,0.006,0.09,NA,0.005,0,0.003,0.001,0.043,0.01,0.053,0.005,0.002,0.001,0.388,0.005,0.001,0.002,0.107,NA
"2135",2135,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,4,1,1,6,61,NA,2,NA,45,2,54,NA,7,1,5,1,437,13,6,NA,148,NA,0.005,0.001,0.001,0.008,0.077,NA,0.003,NA,0.057,0.003,0.068,NA,0.009,0.001,0.006,0.001,0.55,0.016,0.008,NA,0.186,NA
"2136",2136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,39,621,25,45,2106,1,34,9,14,33,655,3,105,18,17,12,3841,8,29,30,626,NA,0.005,0.075,0.003,0.005,0.255,0,0.004,0.001,0.002,0.004,0.079,0,0.013,0.002,0.002,0.001,0.464,0.001,0.004,0.004,0.076,NA
"2137",2137,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NA,141,68,13,98,NA,52,1,2,7,63,1,8,11,54,NA,552,1,11,1,285,1,NA,0.103,0.05,0.009,0.072,NA,0.038,0.001,0.001,0.005,0.046,0.001,0.006,0.008,0.039,NA,0.403,0.001,0.008,0.001,0.208,0.001
"2138",2138,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,2,123,NA,407,468,NA,44,1,1,1,2634,NA,37,NA,5,15,3957,63,23,5,849,NA,0,0.014,NA,0.047,0.054,NA,0.005,0,0,0,0.305,NA,0.004,NA,0.001,0.002,0.458,0.007,0.003,0.001,0.098,NA
"2139",2139,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,8,61,1,84,1375,NA,21,2,3,7,496,NA,36,30,NA,11,2146,8,47,2,211,NA,0.002,0.013,0,0.018,0.302,NA,0.005,0,0.001,0.002,0.109,NA,0.008,0.007,NA,0.002,0.472,0.002,0.01,0,0.046,NA
"2140",2140,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,94,3,62,124,2,NA,3,2,23,255,NA,179,NA,21,2,999,50,15,5,417,7,0,0.042,0.001,0.027,0.055,0.001,NA,0.001,0.001,0.01,0.113,NA,0.079,NA,0.009,0.001,0.441,0.022,0.007,0.002,0.184,0.003
"2141",2141,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,10,36,17,412,NA,14,NA,16,13,1255,NA,19,3,55,13,1774,103,14,2,156,2,0,0.003,0.009,0.004,0.105,NA,0.004,NA,0.004,0.003,0.321,NA,0.005,0.001,0.014,0.003,0.453,0.026,0.004,0.001,0.04,0.001
"2142",2142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,78,77,19,486,8,10,10,2,2,147,1,213,6,10,1,1305,3,4,3,385,2,0.003,0.028,0.028,0.007,0.175,0.003,0.004,0.004,0.001,0.001,0.053,0,0.077,0.002,0.004,0,0.469,0.001,0.001,0.001,0.138,0.001
"2143",2143,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,8,3,NA,278,869,NA,21,NA,332,73,155,NA,66,10,NA,NA,2228,2,359,10,77,3,0.002,0.001,NA,0.062,0.193,NA,0.005,NA,0.074,0.016,0.034,NA,0.015,0.002,NA,NA,0.496,0,0.08,0.002,0.017,0.001
"2144",2144,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,NA,2,6,11,28,NA,6,NA,NA,1,12,NA,4,NA,3,NA,1090,10,113,NA,37,NA,NA,0.002,0.005,0.008,0.021,NA,0.005,NA,NA,0.001,0.009,NA,0.003,NA,0.002,NA,0.824,0.008,0.085,NA,0.028,NA
"2145",2145,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,NA,NA,1,108,NA,1,3,2,NA,6,2,6,NA,3,NA,612,3,5,NA,292,NA,0.001,NA,NA,0.001,0.103,NA,0.001,0.003,0.002,NA,0.006,0.002,0.006,NA,0.003,NA,0.586,0.003,0.005,NA,0.279,NA
"2146",2146,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,NA,5,7,148,234,NA,NA,NA,NA,2,18,NA,26,5,3,NA,294,5,1,1,32,NA,NA,0.006,0.009,0.19,0.3,NA,NA,NA,NA,0.003,0.023,NA,0.033,0.006,0.004,NA,0.376,0.006,0.001,0.001,0.041,NA
