"","Overall"
"cons_num0_ratio_wk",0
"cons_num8_ratio_wk",0
"cons_num9_ratio_wk",0
"cons_num12_ratio_wk",0
"cons_num18_ratio_wk",0
"time0_z2_wk",0
"time5_z2_wk",0
"time8_z2_wk",0
"time9_z2_wk",0
"time12_z2_wk",0
"time13_z2_wk",0
"time18_z2_wk",0
"time22_z2_wk",0
"time_pat2_wk새벽",0
"time_pat2_wk아침",0
"time_pat2_wk오전",0
"time_pat2_wk오후",0
"time_pat2_wk유형없음",0
"time_pat2_wk저녁",0
"time_pat2_wk점심",0
"time_pat2_wk출근",0
"cons_cnt0_wk",0
"cons_cnt5_wk",0
"cons_cnt8_wk",0
"cons_cnt9_wk",0
"cons_cnt12_wk",0
"cons_cnt13_wk",0
"cons_cnt18_wk",0
"cons_cnt22_wk",0
"cons_cnt0_ratio_wk",0
"cons_cnt5_ratio_wk",0
"cons_cnt8_ratio_wk",0
"cons_cnt12_ratio_wk",0
"cons_cnt13_ratio_wk",0
"cons_cnt18_ratio_wk",0
"time0_z3_wk",0
"time5_z3_wk",0
"time8_z3_wk",0
"time9_z3_wk",0
"time12_z3_wk",0
"time18_z3_wk",0
"time22_z3_wk",0
"time_pat3_wk새벽",0
"time_pat3_wk아침",0
"time_pat3_wk오전",0
"time_pat3_wk오후",0
"time_pat3_wk유형없음",0
"time_pat3_wk저녁",0
"time_pat3_wk점심",0
"time_pat3_wk출근",0
"cons_time0_we",0
"cons_time5_we",0
"cons_time8_we",0
"cons_time12_we",0
"cons_time13_we",0
"cons_time18_we",0
"cons_time22_we",0
"cons_time8_ratio_we",0
"cons_time9_ratio_we",0
"cons_time12_ratio_we",0
"cons_time13_ratio_we",0
"cons_time18_ratio_we",0
"cons_time22_ratio_we",0
"time0_z_we",0
"time5_z_we",0
"time8_z_we",0
"time12_z_we",0
"time13_z_we",0
"time18_z_we",0
"time22_z_we",0
"time_pat_we새벽",0
"time_pat_we아침",0
"time_pat_we오전",0
"time_pat_we오후",0
"time_pat_we유형없음",0
"time_pat_we저녁",0
"time_pat_we점심",0
"time_pat_we출근",0
"cons_num0_we",0
"cons_num5_we",0
"cons_num8_we",0
"cons_num13_we",0
"cons_num22_we",0
"cons_num5_ratio_we",0
"cons_num8_ratio_we",0
"cons_num12_ratio_we",0
"cons_num13_ratio_we",0
"cons_num18_ratio_we",0
"cons_num22_ratio_we",0
"time0_z2_we",0
"time5_z2_we",0
"time8_z2_we",0
"time12_z2_we",0
"time13_z2_we",0
"time_pat2_we새벽",0
"time_pat2_we아침",0
"time_pat2_we오전",0
"time_pat2_we오후",0
"time_pat2_we유형없음",0
"time_pat2_we저녁",0
"time_pat2_we점심",0
"time_pat2_we출근",0
"cons_cnt0_we",0
"cons_cnt5_we",0
"cons_cnt9_we",0
"cons_cnt12_we",0
"cons_cnt22_we",0
"cons_cnt0_ratio_we",0
"cons_cnt5_ratio_we",0
"cons_cnt8_ratio_we",0
"cons_cnt9_ratio_we",0
"cons_cnt13_ratio_we",0
"cons_cnt18_ratio_we",0
"cons_cnt22_ratio_we",0
"time0_z3_we",0
"time5_z3_we",0
"time8_z3_we",0
"time9_z3_we",0
"time18_z3_we",0
"time22_z3_we",0
"time_pat3_we새벽",0
"time_pat3_we아침",0
"time_pat3_we오전",0
"time_pat3_we오후",0
"time_pat3_we유형없음",0
"time_pat3_we저녁",0
"time_pat3_we점심",0
"time_pat3_we출근",0
"diversity",0
"횟수_건강.의학",0
"횟수_게임",0
"횟수_교육.학원",0
"횟수_뉴스.미디어",0
"횟수_문학.예술",0
"횟수_비즈니스.경제",0
"횟수_서비스",0
"횟수_스포츠.레저",0
"횟수_엔터테인먼트",0
"횟수_온라인교육",0
"횟수_유통.판매.운송",0
"횟수_인터넷.컴퓨터",0
"횟수_정보통신.IT",0
"횟수_정치.행정",0
"횟수_학문",0
"횟수비율_건강.의학",0
"횟수비율_뉴스.미디어",0
"횟수비율_문학.예술",0
"횟수비율_스포츠.레저",0
"횟수비율_여행",0
"횟수비율_정치.행정",0
"횟수비율_학문",0
"소모시간_금융.부동산",0
"소모시간_뉴스.미디어",0
"소모시간_문학.예술",0
"소모시간_비즈니스.경제",0
"소모시간_사회.문화.종교",0
"소모시간_서비스",0
"소모시간_스포츠.레저",0
"소모시간_엔터테인먼트",0
"소모시간_여행",0
"소모시간_유통.판매.운송",0
"소모시간_인터넷.컴퓨터",0
"소모시간_정보통신.IT",0
"소모시간_정치.행정",0
"소모시간_제조",0
"소모시간_학문",0
"시간비율_게임",0
"시간비율_교육.학원",0
"시간비율_금융.부동산",0
"시간비율_뉴스.미디어",0
"시간비율_문학.예술",0
"시간비율_사회.문화.종교",0
"시간비율_쇼핑",0
"시간비율_스포츠.레저",0
"시간비율_엔터테인먼트",0
"시간비율_여행",0
"시간비율_유통.판매.운송",0
"시간비율_인터넷.컴퓨터",0
"시간비율_정치.행정",0
"시간비율_제조",0
"시간비율_학문",0
"v_t_min",0
"v_t_mean",0
"v_t_sd",0
"v_pr_min",0
"v_pr_mean",0
"v_pr_median",0
"cat_coef_cnt",0
"time_coef_time",0
"time_coef_visits",0
"day_coef_time",0
"day_coef_visit",0
"mon_coef_visit",0
"d_v_.1",0
"d_v_.2",0
"d_v_.3",0
"d_v_.4",0
"d_v_.5",0
"d_v_.6",0
