CUS_ID,s_v_min,s_t_min,s_pr_min,s_prt_min,s_v_max,s_t_max,s_pr_max,s_prt_max,s_v_mean,s_t_mean,s_pr_mean,s_prt_mean,s_v_median,s_t_median,s_pr_median,s_prt_median,s_v_sd,s_t_sd,s_pr_sd,s_prt_sd
61,1,0,1,0,74,8734,289,192.33333333,9.206097561,609.69512195,36.781707317,13.532064219,6,206,21,8.1651785714,9.2259765929,991.81146034,43.362654572,17.170473251
62,1,0,1,0,34,3789,150,123.5,7.8815789474,474.43947368,22.542105263,18.355159497,6,207,15.5,12.03125,5.9588897366,638.91433644,22.496222275,19.034812572
63,1,0,1,0,76,23115,1002,301.33333333,12.342975207,1629.1363636,89.128099174,19.934486429,8,811,46.5,15.657108722,12.3009518,2348.1719247,111.73366059,26.501198781
64,1,0,1,0,99,16791,851,111.6,23.321969697,3427.6325758,156.04545455,20.72265939,17,1678,97.5,19.610832613,21.53886156,3936.2692221,166.52511491,13.685756567
65,1,0,1,0,94,14274,519,348,21.338403042,1460.9467681,86.596958175,16.159652376,18,871,70,13.983006536,16.386508054,1764.9328235,74.889385797,17.977873539
66,1,0,1,0,60,16000,332,168.5,6.0162601626,731.41869919,28.528455285,19.647794292,4,151,12,14.675,6.8231104761,1589.9603356,41.455424835,22.870488587
67,1,0,1,0,70,9848,328,239,13.635802469,1846.2191358,58.604938272,33.327511565,9,999.5,35,29.701169325,13.038763913,2177.9065142,65.339964304,26.997177164
68,1,0,1,0,42,8043,408,298,7.0063291139,429.35126582,27.044303797,17.018914667,5,156.5,12,11.477272727,7.1934686738,716.91738695,43.009610581,24.049981241
69,1,0,1,0,74,15262,609,82.363636364,17.11637931,1823.8922414,102.41810345,17.493193469,16,1337.5,83,15.525324351,11.691906728,1923.3457189,88.861009325,11.440756809
70,1,0,1,0,192,52301,1747,550,12.915384615,1455.3538462,56.903846154,27.652456832,7,465.5,25.5,21.138888889,18.515373813,3820.1087471,131.51112518,42.342000292
71,1,0,1,0,34,8532,210,242.7,7.7428571429,1051.4171429,39.72,26.772196553,5,514,27,20.76,6.9254771077,1322.5290657,41.096136239,29.460001186
72,1,4,3,0.44444444444,29,7542,198,109.30434783,9.1304347826,1534,53.726708075,28.083462846,8,1357,48,25.44,5.5058269529,1205.3228821,36.70983989,15.91318172
73,1,1,1,1,59,18951,408,181,9.6098901099,2108.1428571,67.538461538,32.149977588,7.5,1187.5,44.5,26.798850575,8.2412861055,2802.763392,72.667380827,24.559541539
74,1,0,1,0,35,17704,375,599,8.1974789916,2800.6890756,79.12605042,63.178613025,6,1948.5,59.5,27.691589723,7.2367202654,3110.8063162,74.754400079,100.76920361
75,1,0,1,0,27,6089,172,274,4.3918575064,605.66412214,20.203562341,28.350597412,2,227,11,21.666666667,4.9548095435,941.7378254,24.957704784,27.550881635
76,1,0,1,0,48,7200,301,182,6.0580912863,628.43568465,28.883817427,20.474626008,4,167,9,14.15625,6.7494403231,1026.136198,44.526993072,24.883596781
77,1,0,1,0,33,15646,209,401.17948718,4.288172043,786.73978495,16.920430108,39.183372008,2,140,6,16.828571429,4.7803893909,1484.5440998,26.705532485,59.86015508
78,1,0,1,0,101,16278,535,120,34.259887006,2997.2485876,148.39548023,22.82994362,32,2444,134,19.842857143,27.456788902,2872.1397383,129.8220442,17.507377726
79,1,0,1,0,64,12834,574,236.66666667,15.295019157,2694.9731801,77.639846743,40.874429084,13,1839,52,36.507936508,12.084682537,2678.7643325,78.857030943,28.112764999
80,1,0,1,0,77,12553,645,65.130434783,14.394557823,1549.9727891,94.088435374,14.580083346,11,960,63,12.888888889,12.84286371,1895.9651207,105.57798683,10.380341558
81,1,0,1,0,30,10217,441,220.66666667,7.3076923077,1019.9769231,35.469230769,32.923567287,6,609,19.5,28.251336898,5.5226401747,1232.5423201,49.93713244,28.896159573
82,1,0,1,0,131,18503,732,236.6,28.26006192,3136.6315789,125.6130031,26.839304631,22,2061,88,22.108626198,23.706811323,3290.671422,122.13482299,22.758217257
83,1,0,1,0,43,10032,450,110.5,6.2598870056,955.60451977,31.694915254,26.169619173,4,380,16,22.293333333,6.678512524,1530.9237005,50.355414387,23.2269281
84,1,0,1,0,49,10531,409,190.5,5.4352441614,547.39065817,20.681528662,23.787028164,3,71,6,9.1428571429,7.1918652253,1096.4376069,39.293121841,32.772396342
85,1,0,1,0,57,8170,308,162.66666667,7.6495726496,628.4957265,41.658119658,14.859414524,5,181,14,9.25,7.7838472742,949.20867154,57.779605259,20.108608067
86,1,0,1,0,73,15118,577,100.875,17.833333333,3853.3074074,150.5962963,26.216775844,15,3076.5,124,25.266542457,14.385233548,3563.3347062,137.21763838,15.31175085
87,1,0,1,0,73,13742,475,226.33333333,10.974193548,1748.7225806,54.225806452,30.349695163,8,818,36,25.666666667,10.863945127,2266.531421,65.826567524,26.682509729
88,1,0,1,0,344,15761,4100,269.75,20.041551247,1362.2243767,118.91689751,13.919480692,12,594,56,9.7258064516,31.402688169,2304.4349831,286.38336538,19.927218039
89,1,0,1,0,69,15957,538,113.5,20.430493274,3814.5470852,123.10762332,30.682548133,18,3063,106,29.555762082,12.937944865,3314.0470042,90.916539716,17.45569511
90,1,0,1,0,81,17927,556,326.66666667,9.9924242424,2436.5037879,69.806818182,32.807473614,8,951,40.5,22.152910053,9.1393905431,3366.6275416,82.164380072,36.975711494
91,1,0,2,0,56,32764,386,292.5,11.814536341,3202.716792,94.120300752,33.650796047,10,2233,74,30.777003484,8.3810440111,3320.4876818,72.778113696,27.065299872
92,1,0,1,0,52,12832,393,106.77777778,13.984025559,2176.2651757,73.939297125,30.305029204,11,1768,63,27.808219178,9.7222517915,1800.3260219,58.66025187,15.19097767
93,1,0,1,0,84,25945,848,60,28.503496503,4773.1468531,232.03496503,18.82998474,25,3553,208,18.5,21.5324433,4674.1859515,192.51904653,10.869081434
94,1,0,1,0,117,18977,680,426,9.445482866,817.08722741,48.339563863,15.827576872,4,147,16,8.84375,15.195938597,1859.3265998,89.946025265,29.827247337
95,1,0,1,0,140,105919,1128,203.60493827,43.425,9763.09375,266.3,36.219654964,40,7410,225.5,29.547052591,29.219307393,12284.682275,210.20860558,29.029614073
96,1,2,1,2,23,8531,146,211,4.0333333333,639.67142857,17.976190476,33.637779201,3,286,11,28.075862069,3.4215519204,955.9338437,20.18892597,29.147734841
97,1,0,1,0,59,12179,532,114.25,12.831325301,1849.0361446,73.763052209,25.017980798,9,1260,45,23.065088757,11.723789514,2043.7750853,89.469967481,17.518404943
98,2,15,3,2.1428571429,76,24605,846,251.75555556,20.883116883,5272.2792208,172.55194805,36.211363374,17,4224,139,32.254396415,14.258100806,4389.8011143,141.36607289,27.944240734
99,1,0,1,0,62,8635,663,510,10.284782609,1153.8826087,54.732608696,24.769452219,6,647.5,21,19.539473684,10.636158729,1437.9874399,80.43371147,30.121060702
100,1,0,1,0,50,13848,381,134.16666667,13.514124294,1849.0649718,78.638418079,24.264201498,12,1333.5,59,21.408615137,9.1249478059,1763.7780477,66.875083702,16.834431116
101,1,0,1,0,30,8195,571,447,4.7731481481,749.99074074,38.740740741,31.11028099,3,230,8.5,15.585714286,4.5880959517,1206.4981616,71.861413182,50.303959618
102,1,0,1,0,123,27727,871,414,9.4600638978,1718.2332268,42.364217252,39.360888409,6,531,19,25.381578947,12.218857693,3342.8703628,77.048571078,49.899978183
103,1,0,2,0,66,25406,909,208,21.919213974,6036.1943231,203.63755459,31.2554991,21,4839,173,28.691083379,12.316398749,4767.5763064,163.91459746,18.674195581
104,1,0,1,0,53,48073,1621,600,8.5384615385,1309.5860806,65.263736264,22.477451725,6,502,34,14.25,8.3167633149,3236.4630296,117.60525653,45.817903167
105,1,0,1,0,60,10020,509,93.625,10.875,1197.4921875,54.984375,20.358664563,7.5,537.5,28,17.452827368,10.658625578,1837.2610177,76.324523089,17.246132661
106,1,0,1,0,156,28250,981,90.333333333,60.958333333,6213.8472222,287.5625,22.360578409,61.5,4765,246.5,19.637785292,38.795478613,5985.1750397,222.59605356,13.674944297
107,1,0,1,0,57,16039,238,597.5,8.2077922078,1127.4337662,37.522077922,27.211564502,6,477,23,20.118644068,8.0002240567,1927.9861785,41.582312394,38.446302783
108,1,0,1,0,65,16235,687,599,8.2410958904,1553.6438356,55.273972603,39.404547602,5,599,20,23.888888889,9.2148923246,2349.0831691,91.774098592,74.868068429
109,1,0,1,0,35,20953,298,600,6.9408284024,2062.8461538,31.588757396,80.203072318,5,1320.5,21,51.359078114,5.6476188013,2905.1070288,34.695018724,90.465874521
110,1,1,2,0.1,44,15564,649,170.25,10.571428571,1734.0274725,70.796703297,25.019022152,8,1076.5,46,21.297036297,9.2969939384,2235.7410786,87.890359814,20.667192314
111,1,0,1,0,70,18689,667,195.73333333,10.635714286,1128.6047619,54.604761905,20.077137262,9,682.5,36,15.982142857,9.0103711506,1629.4455302,68.684543854,18.042600744
112,1,0,1,0,32,14561,375,229,9.5465838509,1299.8509317,135.20496894,16.276550245,9,942,123,8.2316602317,5.784624351,1572.8222095,107.10141911,26.755272996
113,1,0,1,0,39,10867,273,95.4,9.846975089,1111.2669039,39.601423488,25.65097873,7,539,26,25.675675676,7.4561623432,1574.14309,40.260551387,20.301523881
114,1,0,1,0,51,14769,655,141.33333333,11.075555556,851.72444444,42.951111111,20.017325354,8,447,26,16.362132353,9.7207594898,1230.2379311,59.850387418,17.270075831
115,1,0,1,0,16,6575,293,273.5,3.1263157895,648.47894737,35.357894737,25.610159926,2,311,18,15.756497175,2.5911616372,849.08323863,43.314749566,35.289462277
116,1,0,1,0,65,10764,316,599,5.8121827411,757.67005076,21.845177665,39.442569686,4,329,13,25.217171717,5.909861841,1169.161078,28.388864419,63.23787641
117,1,0,1,0,42,12048,685,127.25,8.5526315789,1290.5833333,69.587719298,21.348891096,6,861.5,41.5,19.5,7.3113177672,1662.9262375,86.494817792,17.452835978
118,1,0,1,0,29,7848,213,279.25,6.7193877551,1382.2755102,31.198979592,45.795175082,5,1008,25,40.3828125,5.221045345,1369.8708251,29.337054525,36.293363511
119,1,0,1,0,44,5384,219,188,6.1706484642,595.96928328,23.017064846,23.824499559,4,171,9,19.464788732,6.3206195446,926.85857103,34.075506141,23.051867461
120,1,0,1,0,15,8625,92,188.33333333,2.2096774194,244.33602151,6.7338709677,14.765944057,1,1,2,1,1.8730930366,692.79652248,12.29869202,29.588081191
121,1,0,1,0,25,8122,243,240.5,4.8101265823,656.51898734,26.012658228,31.106063173,3,257,11,19.496106785,4.2950896252,1075.3330204,35.894038563,37.739436816
122,1,0,1,0,24,5374,190,87.181818182,7.1707317073,997.68902439,34.359756098,27.986172013,6,647,24,27.304381847,5.1785420362,1093.8425968,34.224249143,18.977408874
123,1,0,1,0,40,11651,646,200,5.7029288703,525.27405858,25.282426778,22.255730644,4,188.5,11,13.790570175,5.4376233979,952.65285242,52.4249463,27.524233344
124,1,1,1,0.33333333333,45,10877,727,222,8.5963636364,1455.2472727,52.189090909,30.448242123,6,803,29,26.959183673,7.3166634042,1815.0252308,72.487909067,23.7067529
125,1,0,1,0,53,12873,422,173,6.4201680672,700.52941176,37.319327731,15.378230991,4,221.5,17,10.295150502,6.7229637305,1346.7631947,56.540703799,20.148439359
126,1,0,1,0,62,9452,594,161.33333333,9.7213930348,1516.2039801,69.47761194,23.948856835,6,949,47,19.625,10.42314684,1750.6118368,82.266157965,20.296191675
127,1,0,1,0,116,21225,823,154,16.254125413,2754.6765677,89.732673267,31.687907877,9,1264,42,27.380645161,20.606485858,3683.9738282,124.63498157,23.605911531
128,1,0,1,0,39,7606,326,67.90625,8.3504273504,715.58689459,34.387464387,18.544428647,7,422,27,14.760869565,5.7181159324,904.54220639,35.44248076,14.7306343
129,1,0,1,0,80,16314,854,77.870967742,20.010791367,2930.9280576,180.39568345,15.344984148,16,1615,116.5,13.451443375,16.958961682,3317.1850907,178.33759487,10.816180962
130,1,0,1,0,19,2534,260,127.66666667,4.3094339623,257.96981132,17.018867925,16.886999354,4,91,8,9.0833333333,2.8395384916,421.52880917,32.038146396,23.494230616
131,1,3,2,0.75,26,4241,329,73.1,5.453125,680.09375,43.75,16.697865253,3,352.5,25.5,12.19963145,5.7464256264,795.14754177,52.723017131,13.414778189
132,1,0,1,0,33,6033,282,197.66666667,5.7142857143,489.56751468,18.058708415,26.447403122,4,184,9,18.272727273,5.4615026508,796.92125896,26.717411476,27.191886355
133,1,0,1,0,55,14157,406,86.2,8.9588235294,1059.2764706,62.147058824,16.331170832,7,505.5,33,12.797222222,8.6080709907,1608.7052312,78.229949452,14.596743221
134,1,0,1,0,116,16084,561,148.75,21.240295749,1318.9722736,62.73012939,23.182885532,16,885,38,20.209302326,18.480057397,1522.3309896,74.973039585,16.515991144
135,1,0,1,0,72,8780,514,300,10.360205832,1038.6312178,41.689536878,24.634699062,7,466,24,19.52173913,9.8504589158,1437.2710119,57.699345261,26.565940378
136,1,1,1,1,89,27766,767,116.55555556,29.165562914,5213.602649,166.41721854,30.541408737,29,4497,140,28.865384615,17.173013893,4475.6438599,130.9273772,16.011193001
137,1,0,1,0,65,11213,691,178.5,9.1301369863,1643.7260274,59.260273973,35.998442008,6,1105,32,30.449870801,8.9290411105,1870.0719607,88.169433658,28.365629764
138,1,2,1,2,79,14421,511,86.357142857,38.08,4794.336,127.016,36.483557689,40,4744,128,36.425339367,21.643966603,3501.7944339,87.121715378,14.885317285
139,1,0,1,0,155,9738,669,161.6,26.706467662,1949.8855721,128.3880597,19.55243327,13,1122,67,14.082758621,29.362193514,2222.9393721,141.58767127,24.76623932
140,1,0,1,0,61,9923,461,150.75,8.2347826087,1127.9956522,50.773913043,22.301275881,5,399,26.5,16.71291866,8.1822370552,1552.9083673,63.900791129,23.62354882
141,1,0,1,0,24,6073,106,147,3.9037974684,254.58481013,13.969620253,17.508615032,3,80,9,8.2608695652,3.0060616864,553.88704411,17.105497932,23.380633096
142,1,0,1,0,55,14397,315,400.5,8.2481751825,1201.0510949,43.720194647,33.68650051,6,584,24,19.285714286,7.8598526225,1716.1012364,54.198884481,48.788004059
143,1,0,1,0,86,11888,435,402.66666667,18.6015625,1235.4335938,82.72265625,18.013464267,10,537,36.5,11.751779026,19.792389048,1779.7196727,101.00509225,35.100765861
144,1,0,1,0,54,9668,336,92.625,8.8464285714,1216.7964286,54.078571429,23.46253789,6,811.5,32,20.758116883,8.2831600182,1412.2804805,60.280297233,15.986716393
145,1,0,1,0,126,23368,703,299,37.146788991,4775.2568807,166.57798165,25.232662379,31,2985,128.5,22.48035488,31.324619869,5415.7589813,160.99519377,25.190849233
146,1,0,1,0,62,9232,564,210.66666667,16.95,1706.15625,82.23125,24.043846019,12.5,1070.5,56,17.813816789,13.639933971,1834.4503146,85.106978324,29.833337855
147,1,0,1,0,69,16752,577,551,11.785123967,1648.476584,64.661157025,28.926303027,7,838,30,23.583333333,12.565984919,2297.7744833,88.070058161,36.248002814
148,1,0,1,0,50,11246,246,599,7.975257732,1246.8680412,29.136082474,36.225079619,5,552,15,32.833333333,7.9309654521,1849.4130449,36.566169461,40.927509885
149,1,0,1,0,72,22347,472,501,13.980609418,2321.6731302,64.95567867,47.017952045,11,1770,50,38.044776119,11.612596641,2263.7375801,64.501578165,47.151328574
150,1,0,1,0,54,12322,310,594.5,8.4437086093,897.48013245,27.155629139,35.595439777,5,424.5,14.5,24.761904762,9.5333900094,1319.8380946,35.62249865,53.753500023
151,1,0,1,0,65,28968,569,440.94736842,8.0947712418,1142.5555556,39.019607843,26.242272046,5,169,11.5,12.546666667,9.3198627363,2585.8970765,72.134298301,48.067151994
152,1,0,1,0,40,8007,705,540,6.9384057971,736.48188406,29.275362319,26.862640739,5,264,14,16.80625,6.2644604784,1136.636171,55.47897464,43.07303836
153,1,0,1,0,39,7298,259,277.88888889,9.0314136126,1351.5968586,56.42408377,25.09553005,7,859,38,21.377777778,7.4670544881,1459.015342,57.155312375,26.319629593
154,1,0,1,0,42,11968,412,158.28125,6.6037037037,992.76296296,50.162962963,19.844119452,4,447.5,27,15.819018239,6.476895252,1542.0965679,67.284968787,17.953154824
155,2,50,3,3.25,104,16155,616,65.096774194,36.205298013,4587.4172185,155.85430464,29.149615106,34,3803,143,26.137313433,23.721528304,3699.4360027,115.38656175,12.468769386
156,1,3,1,2.5,39,8219,262,412,9.4775086505,1235.449827,44.598615917,31.542666428,8,922,34,27,6.5812506743,1168.4194802,39.29356391,29.045758804
157,1,0,1,0,104,13457,795,69.119047619,10.688829787,1408.2925532,82.396276596,17.248000104,8,925,58,15.404703363,10.133323652,1630.4807731,89.662418062,11.652462217
158,1,0,1,0,91,13452,653,99.9,18.330275229,2146.6055046,95.908256881,21.351077171,9,854,38.5,18.9625,20.200631941,2968.0806239,123.73790804,13.988192155
159,1,0,1,0,35,4243,713,522,5.8869565217,479.23043478,29.443478261,21.804042424,4,116,9,12.085714286,6.3607217428,785.47307467,61.341721813,42.194647365
160,1,0,1,0,61,12229,321,479.6,9.3082191781,1463.5890411,44.099315068,38.662746919,7,787,23,30.631313131,8.8578425992,1832.3449463,52.267029151,47.525186892
161,1,0,1,0,54,8612,400,88.64516129,13.141975309,1593.117284,79.098765432,19.09646198,11,1161.5,65,17.704324324,9.4788861703,1605.9046072,66.843212292,12.68689745
162,1,0,1,0,83,8429,626,85.571428571,20.343283582,1631.4029851,140.65671642,10.533186055,18.5,572,146,5.2866541353,19.004591641,2129.9128547,134.19977838,14.698045769
163,1,0,1,0,56,19919,622,124.5,8.231092437,1398.3445378,46.915966387,30.581837494,5,649.5,22,26.351190476,9.2636693198,2316.1247532,81.46087874,21.784927951
164,1,0,1,0,70,33568,789,599,17.846385542,4891.4096386,123.52108434,46.032354468,11,2602,69,35.952368952,16.023318135,5859.4968357,135.80789761,48.926579317
165,1,0,1,0,37,10920,367,192,7.4133333333,796.99666667,39.52,25.692779629,6,295,19,18.873015873,6.7141209618,1261.9925835,54.040455551,24.330197218
166,1,0,1,0,104,29906,576,260,11.529976019,1905.5635492,53.561151079,35.936753465,8,970,29,28.5,13.122561614,3177.6846526,77.881824473,32.737508284
167,1,0,1,0,108,28675,1179,95.8,14.394039735,2568.4900662,131.49006623,21.200077342,8.5,1220.5,71,18.147055527,16.380049172,3596.8528258,162.80003704,15.529707889
168,1,0,1,0,105,24025,593,417,4.8586572438,601.86219081,18.314487633,31.405188297,3,107,5,16.611111111,8.4849358147,2204.5719802,46.958296369,46.887077853
169,1,0,1,0,44,15742,675,488.3125,7.6743589744,1698.0461538,42.058974359,51.921297401,6,718.5,20,34.558130841,5.6654011467,2571.3761928,63.786550459,62.364600183
170,1,0,1,0,98,9578,382,226,10.379844961,802.46317829,35.868217054,24.15487102,7,356.5,16,18.133333333,11.149779082,1254.0612954,51.891990866,24.071006195
171,1,0,1,0,27,5031,424,228,6.3881278539,901.56164384,29.520547945,38.392088017,4,532,13,31.609756098,5.3860204422,1079.012945,50.030846335,32.726321507
172,1,0,1,0,42,10323,314,188,6.1631016043,842.55347594,42.13368984,19.45395467,4,279.5,18,13.2515625,5.7529688809,1314.4875518,55.591947734,24.13883273
173,1,0,1,0,45,5118,471,600,7.0077821012,712.56809339,26.505836576,33.286894961,5,233,13,24.776119403,7.5254735201,1064.535497,42.881843534,47.944734517
174,1,1,1,0.5,115,36840,1137,133.58333333,22.932307692,5016.7538462,183.92923077,27.139040755,16,2796,117,26.19218241,20.585901832,5802.2922733,201.08682613,15.199208266
175,1,0,1,0,89,11022,910,548,13.784688995,980.89473684,61.488038278,15.928713744,8,450,31,13.333333333,14.591998169,1458.1910393,85.139583383,25.028599536
176,1,0,1,0,47,8214,370,382,9.4132947977,1298.234104,57.028901734,19.468872935,7,635,34,17.546620574,8.9594737882,1678.7466374,68.175088123,25.696993276
177,1,0,1,0,36,8980,536,197.33333333,7.8871794872,1251.4153846,50.292307692,26.744487372,6,708,26,21.8,6.2249572303,1496.1845863,61.675587012,25.2441379
178,1,1,1,0.16666666667,17,3900,129,252.625,3.8764044944,456.14606742,13.803370787,25.511691729,3,64,6.5,9.9111111111,3.3859804836,818.10880233,19.368580471,39.373204868
179,1,0,1,0,22,4296,285,294.5,3.7826086957,648.04347826,33.586956522,21.418117638,3,371,19,14.286842105,3.2143363403,766.0366467,41.227290278,30.529429526
180,1,0,1,0,54,32208,482,600,10.887438825,2664.5823817,48.882544861,53.058706062,8,1248,33,36.526315789,9.558662471,3806.794945,52.722723072,64.869003782
181,1,0,1,0,120,13931,748,88.111111111,28.212121212,2678.4727273,151.24242424,16.849985683,23,1976,143,14.016949153,23.646478591,2877.7761582,140.38810107,13.563323003
182,1,0,1,0,66,10736,369,183.92307692,9.1147959184,731.10204082,36.760204082,18.929179665,6,311,19,15.34469697,8.9941490194,1079.8346965,46.588459412,19.908242522
183,1,0,2,0,98,15202,591,200,18.970588235,4408.0588235,104.03529412,44.553101816,16,3929,91.5,41.617424242,12.616053674,3144.834611,80.015005554,22.786123713
184,1,0,1,0,33,10100,355,557,7.3898305085,1000.9152542,40.93220339,31.369450751,5,557,27,20.555555556,6.2341169524,1307.7541769,46.525480949,51.504601778
185,1,0,1,0,44,8063,248,106.2,8.0441176471,1131.6127451,35.205882353,30.310841013,6,634,22,27.68627451,6.8927758789,1362.0333619,38.916947879,20.454825155
186,1,0,1,0,35,7485,428,110.44444444,11.362445415,1390.3056769,66.908296943,20.380919499,10,946,56,17.777777778,7.5454520491,1373.5413197,57.624810166,13.534287466
187,1,0,1,0,80,16412,752,180,27.345238095,3501.3769841,177.28174603,23.028386441,25,2896.5,145.5,19.143113531,18.80884808,3078.9535509,143.43205002,19.615786302
188,1,0,1,0,32,10625,500,177.08333333,7.7597765363,1240.6871508,44.231843575,29.157762329,6,655,22,24.334821429,6.695736505,1611.9802886,63.468595578,23.941480982
189,1,0,1,0,76,6793,175,164,11.10880829,701.91709845,22.663212435,36.409647617,7,402,13,29.542857143,11.720867037,871.69146716,28.038023736,24.478022451
190,1,0,1,0,133,24694,1078,400,34.538647343,4533.4516908,227.30917874,21.883659262,25,2672,137,18.623486358,30.362414705,4934.8583987,238.67048224,24.967817547
191,1,0,1,0,70,10040,445,574,10.480637813,875.80637813,45.738041002,20.016273157,6,361,23,13.363013699,11.69861107,1215.6025701,61.925107122,34.540381775
192,1,1,1,1,138,30768,686,239.83333333,7.2211838006,1252.8971963,25.828660436,54.81970012,6,831,17,49.857142857,9.5732857392,2069.6552261,50.610571287,32.871772681
193,1,0,1,0,50,7236,346,280,5.7191358025,407.70679012,17.341049383,23.930528995,4,131.5,6,18.126391097,5.4220459469,681.10614448,28.059597319,25.318452612
194,1,0,1,0,52,6187,436,120.2,11.345744681,1144.8882979,62,22.065972918,7,686,34,16.605835544,9.9615642619,1287.8791642,76.413804504,19.870335559
195,1,0,1,0,43,9058,634,98.5,8.0363636364,1358.5090909,70.254545455,19.795620355,6,727,43,16.495238095,7.0976558386,1570.7789687,84.871183203,15.566310062
196,1,0,1,0,75,13563,370,600,17.54587156,2914.233945,88.325688073,39.043537312,15,1992.5,71.5,32.709274953,14.855997142,2862.7451965,85.10724804,47.502399944
197,1,0,1,0,86,15981,616,230,20.20906801,2532.9319899,115.37531486,23.006898654,16,1477,66,20.460674157,16.837881725,2840.0207546,124.01275877,21.741508658
198,1,0,1,0,58,15230,304,291.5,9.8666666667,1376.1846154,40.723076923,36.964851804,8,851,30,29.777777778,8.5435613103,1725.2940095,42.046675473,33.181872832
199,1,0,1,0,70,14850,588,212.5,14.12145749,2238.2955466,95.556680162,23.591423624,11,1165,59,20.421623377,11.57975366,2730.129935,100.27734272,19.432269009
200,1,0,1,0,30,5337,324,224.66666667,6.5901639344,833.20491803,32.758196721,25.604232275,4,461,18,22.054054054,5.913302432,1000.1921827,41.781556843,21.635393512
201,1,0,1,0,12,1586,69,187,2.3888888889,113.17901235,7.0092592593,13.464639487,2,17.5,5,3.225,2.0299613381,224.85795735,7.1414224074,25.052570317
202,1,1,1,0.4,86,11527,669,140.89473684,19.502074689,2426.659751,137.08298755,20.061526541,15,1736,100,17.479674797,16.471977336,2275.8057768,125.80011162,14.133340385
203,1,0,1,0,97,34625,1135,106.22222222,22.578947368,3567.3631579,129.11578947,29.001763489,16,2185.5,77.5,28.045854732,20.524384232,4415.6833874,153.1596921,16.905700546
204,1,0,1,0,47,5601,261,300,8.0904977376,792.88235294,43.298642534,19.144854762,6,534,35,15.496124031,8.1252104994,908.9718391,42.383331286,24.001875145
205,1,0,1,0,39,10331,340,371,7.6079545455,1527.0795455,50.079545455,33.81322435,5,577.5,18,25.458333333,7.3988218613,2023.4501129,62.986387934,37.512570417
206,1,0,1,0,60,18217,307,192,11.863333333,1800.16,46.433333333,40.052495269,9,1097.5,29,36.335837887,10.102385007,2238.9367044,48.986233363,30.275512346
207,1,0,1,0,43,5702,299,579,5.625,608.74074074,18.435185185,46.7205945,4,322.5,9,28.660869565,5.3337996405,805.39157451,29.366734272,67.668308361
208,1,0,1,0,26,5773,202,355,5.4378378378,762.59459459,20.091891892,36.991764293,4,355,10,26.785714286,4.7213294549,997.46993143,27.763112632,41.63323711
209,1,0,1,0,120,52717,964,207.54724409,34.691275168,4736.6577181,210.3557047,22.985762805,31,3380,169,17.915492958,24.776541687,5827.3989269,182.9593469,21.434939648
210,1,0,1,0,55,25293,294,390,8.3428571429,1307.7174603,39.4,32.041312014,5,395,23,21.344827586,8.9269811141,2653.7485144,46.983382345,44.09682207
211,1,0,1,0,123,27151,871,86.909090909,21.608910891,3123.539604,209.34158416,15.507342904,15,1695.5,157,11.695121201,21.614913771,4150.6715132,197.7740234,13.284671573
212,1,0,1,0,34,8346,364,412.33333333,6.3717948718,905.76923077,38.811965812,24.210464671,5,328,25,13.582075788,4.8153250734,1420.7630778,44.456649401,37.402714243
213,1,0,1,0,95,64137,920,296.05208333,26.168067227,4124.4495798,124.22268908,31.560235667,21.5,2781,96.5,29.284870962,19.121339981,6067.7912514,112.98850241,24.784340705
214,1,0,1,0,96,21422,579,329.5,22.142384106,2758.3741722,115.44370861,27.729778841,17.5,2036.5,86,22.585051546,18.306261068,2876.2112299,104.6450819,32.072863251
215,1,0,1,0,14,5998,124,279,2.6751824818,178.80291971,9.3211678832,15.778390167,2,7,4,2.1311111111,2.1906321038,477.35485053,15.109579867,35.124727127
216,1,1,1,0.125,57,7809,305,115.66666667,9.5984848485,876.98484848,51.090909091,17.414631505,7,432,27,11.959166667,8.8471842663,1249.3962144,56.654093664,19.238504985
217,1,0,1,0,48,10378,405,124,8.0366492147,1158.6387435,47.984293194,23.761984405,6,678,26,20.703703704,7.4391367126,1620.6741613,60.3254748,18.912914138
218,1,0,1,0,104,21815,657,95.571428571,26.548042705,3917.747331,160.99288256,23.997689559,19,2682,109,23.075229358,22.703177989,3824.4904343,144.46655552,11.715237159
219,1,0,1,0,91,14542,585,223.6,14.092696629,1867.5842697,80.676966292,24.156206875,10,1125.5,49.5,21.703634085,13.312277613,2219.8620364,89.685959947,20.129392137
220,1,0,1,0,66,5036,244,464,6.7139107612,651.78215223,34.93175853,23.005277392,4,427,24,14.608695652,6.9860417738,753.86087108,37.773710773,40.573512119
221,1,0,1,0,57,9466,460,600,10.22972973,1289.6486486,60.031531532,30.827391847,7.5,730.5,30,18.16,8.4364228077,1553.539955,74.026190158,58.810968505
222,1,0,1,0,36,8107,188,538,4.4320241692,330.49244713,14.039274924,20.289680011,3,91,8,8.2857142857,4.0095418554,691.71509009,19.627013653,39.984058002
223,1,0,1,0,35,5494,193,134.25,7.7743362832,782.33628319,23.871681416,27.309029165,6,281,15,22.402116402,6.1534059766,1080.3791278,27.24206541,21.342881487
224,1,0,1,0,44,9281,316,221.5,3.7098214286,254.89732143,11.651785714,15.692879728,2,22.5,5,5,4.407565038,814.3083082,26.04711489,25.834513244
